City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
164,Husavik,IS,2022-11-17 14:20:17,66.0449,-17.3389,46.33,74,85,27.54
165,Bakchar,RU,2022-11-17 14:20:17,57.0186,82.0711,-4.7,99,67,3.67
166,Solano,US,2022-11-17 14:20:18,38.2333,-121.9511,52.81,73,0,0.0
167,Tuatapere,NZ,2022-11-17 14:17:08,-46.1333,167.6833,53.26,97,100,3.13
168,Sinnamary,GF,2022-11-17 14:20:18,5.3833,-52.95,84.99,63,62,6.58
169,Vardo,NO,2022-11-17 14:20:18,70.3705,31.1107,40.98,87,75,13.8
170,Hay River,CA,2022-11-17 14:20:19,60.8156,-115.7999,13.98,73,75,5.75
171,Mount Gambier,AU,2022-11-17 14:15:55,-37.8333,140.7667,45.3,95,1,5.79
172,Lerwick,GB,2022-11-17 14:20:19,60.1545,-1.1494,46.4,76,100,36.55
173,Porto Santo,PT,2022-11-17 14:20:20,33.072,-16.3415,73.78,60,20,12.66
174,Olga,RU,2022-11-17 14:20:20,43.7444,135.2892,32.25,76,51,3.38
175,Milot,HT,2022-11-17 14:20:21,19.6167,-72.2167,78.76,72,35,6.17
176,Charters Towers,AU,2022-11-17 14:20:21,-20.1,146.2667,73.02,86,4,11.74
177,Amahai,ID,2022-11-17 14:20:22,-3.3333,128.9167,79.27,86,100,3.65
178,Oktyabrskoye,RU,2022-11-17 14:20:22,43.0645,44.7417,51.35,43,20,6.71
179,Belmonte,BR,2022-11-17 14:20:23,-15.8631,-38.8828,77.77,79,100,2.93
180,Chipinge,ZW,2022-11-17 14:20:23,-20.1883,32.6236,82.49,37,2,9.6
181,Lazaro Cardenas,MX,2022-11-17 14:20:23,17.9583,-102.2,76.37,80,97,3.11
182,Mar Del Plata,AR,2022-11-17 14:20:24,-38.0023,-57.5575,72.82,76,0,9.22
183,Asau,RO,2022-11-17 14:20:24,46.4333,26.4,38.32,88,100,3.29
184,Cairns,AU,2022-11-17 14:21:25,-16.9167,145.7667,76.1,92,1,1.14
185,Brigantine,US,2022-11-17 14:21:26,39.4101,-74.3646,42.21,63,75,12.66
186,Brae,GB,2022-11-17 14:21:26,60.3964,-1.353,46.33,73,100,32.79
187,San Pedro De Macoris,DO,2022-11-17 14:21:27,18.4616,-69.2972,83.01,77,37,11.27
188,Skibotn,NO,2022-11-17 14:21:27,69.3913,20.2679,33.98,35,40,6.93
189,Praya,CV,2022-11-17 14:21:27,14.9215,-23.5087,86.54,54,20,13.8
190,Wanning,CN,2022-11-17 14:21:28,18.8003,110.3967,76.75,92,9,5.19
191,Port Hardy,CA,2022-11-17 14:21:28,50.6996,-127.4199,30.38,100,20,3.44
192,La Macarena,CO,2022-11-17 14:21:29,2.1837,-73.7849,80.38,73,99,4.07
193,Wewak,PG,2022-11-17 14:21:29,-3.5534,143.6268,80.46,82,99,5.26
194,Faanui,PF,2022-11-17 14:21:29,-16.4833,-151.75,78.94,75,36,2.15
195,Termiz,UZ,2022-11-17 14:21:30,37.2242,67.2783,57.29,41,75,4.61
196,Port Blair,IN,2022-11-17 14:21:30,11.6667,92.75,78.84,89,40,0.0
197,Hofn,IS,2022-11-17 14:21:30,64.2539,-15.2082,48.22,87,100,25.32
198,Hamina,FI,2022-11-17 14:21:31,60.5697,27.1979,33.08,85,59,13.98
199,Huanuco,PE,2022-11-17 14:21:31,-9.9329,-76.2415,71.65,57,92,4.88
200,Tondano,ID,2022-11-17 14:21:31,1.3038,124.9112,69.89,94,98,1.83
201,Gwanda,ZW,2022-11-17 14:21:31,-20.9333,29.0,93.18,20,14,8.05
202,Taybad,IR,2022-11-17 14:21:32,34.74,60.7756,62.56,25,59,11.52
203,Bengkulu,ID,2022-11-17 14:21:32,-3.8004,102.2655,76.84,87,100,9.35
204,Ituiutaba,BR,2022-11-17 14:21:33,-18.9689,-49.465,92.88,21,0,3.31
205,Cidreira,BR,2022-11-17 14:21:33,-30.1811,-50.2056,73.8,53,29,6.67
206,Naze,JP,2022-11-17 14:21:33,28.3667,129.4833,70.72,90,97,15.79
207,San Cristobal,VE,2022-11-17 14:16:39,7.7669,-72.225,75.38,74,97,4.05
208,Makakilo City,US,2022-11-17 14:21:34,21.3469,-158.0858,73.69,81,0,3.44
209,Ponta Do Sol,PT,2022-11-17 14:21:34,32.6667,-17.1,76.12,57,49,8.08
210,Monrovia,LR,2022-11-17 14:21:34,6.3005,-10.7969,83.75,66,36,9.01
211,Porto Novo,BJ,2022-11-17 14:21:35,6.4965,2.6036,89.44,51,39,9.31
212,Qaanaaq,GL,2022-11-17 14:21:35,77.484,-69.3632,-15.75,76,18,8.14
213,Svetlogorsk,BY,2022-11-17 14:21:35,52.6333,29.7333,29.03,63,7,5.84
214,Nizhniy Tsasuchey,RU,2022-11-17 14:21:36,50.5167,115.1333,19.13,91,9,5.77
215,Kununurra,AU,2022-11-17 14:21:36,-15.7667,128.7333,82.38,83,75,3.44
216,Nara,JP,2022-11-17 14:20:07,34.6851,135.8049,50.5,64,3,1.81
217,Llangefni,GB,2022-11-17 14:21:36,53.2556,-4.3106,51.73,76,75,20.71
218,Dikson,RU,2022-11-17 14:21:36,73.5069,80.5464,3.69,94,100,25.81
219,Taoudenni,ML,2022-11-17 14:21:37,22.6783,-3.9836,86.74,9,0,9.22
220,Abbeville,FR,2022-11-17 14:21:37,50.1,1.8333,55.36,78,68,17.78
221,Severo-Kurilsk,RU,2022-11-17 14:21:37,50.6789,156.125,32.61,66,100,5.64
222,Hamilton,US,2022-11-17 14:21:38,39.1834,-84.5333,32.23,76,100,12.66
223,Devarkonda,IN,2022-11-17 14:21:38,16.7,78.9333,69.28,52,6,5.77
224,Kismayo,SO,2022-11-17 14:21:38,-0.3582,42.5454,81.1,74,78,13.56
225,Byron Bay,AU,2022-11-17 14:20:53,-28.65,153.6167,56.95,69,44,6.51
226,Vanimo,PG,2022-11-17 14:21:38,-2.6741,141.3028,78.75,85,97,3.0
227,Port Keats,AU,2022-11-17 14:21:39,-14.25,129.55,83.28,73,99,3.02
228,Mareeba,AU,2022-11-17 14:21:39,-17.0,145.4333,71.47,87,0,2.24
229,San Andres,CO,2022-11-17 14:21:39,12.5847,-81.7006,84.22,79,40,11.5
230,Henties Bay,NA,2022-11-17 14:21:40,-22.116,14.2845,65.86,73,68,13.98
231,Bahir Dar,ET,2022-11-17 14:22:40,11.5936,37.3908,71.26,51,2,6.13
232,Dalbandin,PK,2022-11-17 14:22:40,28.8947,64.4101,65.19,14,18,6.13
233,Noumea,NC,2022-11-17 14:22:40,-22.2763,166.4572,73.38,87,100,5.48
234,Ajdabiya,LY,2022-11-17 14:22:41,30.7554,20.2263,76.48,25,0,13.82
235,Rusera,IN,2022-11-17 14:22:41,25.75,86.0333,72.0,44,5,4.61
236,Bardiyah,LY,2022-11-17 14:22:41,31.7561,25.0865,74.88,30,0,12.77
237,Yaan,NG,2022-11-17 14:22:42,7.3833,8.5667,93.94,31,99,2.28
238,Lodja,CD,2022-11-17 14:22:42,-3.4833,23.4333,83.17,65,90,2.44
239,Provideniya,RU,2022-11-17 14:22:42,64.3833,-173.3,34.77,99,100,8.93
240,Cherskiy,RU,2022-11-17 14:22:42,68.75,161.3,-3.08,98,100,8.03
241,Riyadh,SA,2022-11-17 14:22:43,24.6877,46.7219,86.14,16,100,7.9
242,Leon,MX,2022-11-17 14:20:14,21.1167,-101.6667,50.05,58,0,3.18
243,Kodinsk,RU,2022-11-17 14:22:43,58.6881,99.1844,16.23,96,100,3.49
244,Lompoc,US,2022-11-17 14:22:43,34.6391,-120.4579,48.58,77,0,4.61
245,Suzun,RU,2022-11-17 14:22:44,53.7841,82.3116,20.59,92,100,5.14
246,Lasa,IT,2022-11-17 14:22:44,46.6166,10.7002,49.08,79,97,1.74
247,Lanzhou,CN,2022-11-17 14:22:44,36.0564,103.7922,45.93,45,51,13.04
248,Katsuura,JP,2022-11-17 14:22:44,35.1333,140.3,58.78,68,100,10.94
249,Port Lincoln,AU,2022-11-17 14:22:45,-34.7333,135.8667,62.67,73,100,18.52
250,Ola,RU,2022-11-17 14:22:45,59.5833,151.2833,6.26,85,100,5.39
251,Buala,SB,2022-11-17 14:20:37,-8.145,159.5921,79.07,84,73,1.39
252,Sabang,ID,2022-11-17 14:22:45,5.8933,95.3214,82.04,75,87,19.15
253,Salinas,US,2022-11-17 14:18:41,36.6777,-121.6555,54.07,51,0,5.75
254,Ciudad Bolivar,VE,2022-11-17 14:22:46,8.1222,-63.5497,84.07,64,100,5.73
255,San Patricio,US,2022-11-17 14:22:46,28.017,-97.5169,53.46,54,100,7.81
256,Ordzhonikidze,KZ,2022-11-17 14:22:46,52.4411,61.7408,16.81,92,100,5.99
257,Coffs Harbour,AU,2022-11-17 14:22:47,-30.3,153.1333,60.76,63,75,12.66
