City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
226,Sabang,ID,2022-11-20 12:40:34,5.8933,95.3214,81.86,77,100,16.58
227,San Quintin,MX,2022-11-20 12:40:34,30.4833,-115.95,55.99,42,0,2.08
228,Jalalpur Pirwala,PK,2022-11-20 12:40:34,29.5069,71.2192,71.69,25,9,5.79
229,Eenhana,NA,2022-11-20 12:40:35,-17.4667,16.3333,94.87,20,89,6.73
230,Port Hedland,AU,2022-11-20 12:40:35,-20.3167,118.5667,82.02,36,100,11.95
231,Madang,PG,2022-11-20 12:40:36,-5.2246,145.7966,77.56,86,100,1.3
232,Asau,RO,2022-11-20 12:31:05,46.4333,26.4,34.72,100,100,0.6
233,Fare,PF,2022-11-20 12:40:36,-16.7,-151.0167,77.74,79,100,17.0
234,Te Anau,NZ,2022-11-20 12:40:36,-45.4167,167.7167,51.15,94,26,1.83
235,Teguldet,RU,2022-11-20 12:40:37,57.3064,88.1667,5.63,89,100,10.98
236,Safaga,EG,2022-11-20 12:40:37,26.7292,33.9365,77.04,55,0,11.27
237,Saint Pete Beach,US,2022-11-20 12:40:37,27.7253,-82.7412,60.03,51,99,3.0
238,Qaanaaq,GL,2022-11-20 12:40:38,77.484,-69.3632,-3.91,55,10,4.09
239,Medea,DZ,2022-11-20 12:40:38,36.2642,2.7539,49.37,59,97,9.82
240,Tabou,CI,2022-11-20 12:40:39,4.423,-7.3528,81.14,75,100,7.11
241,Sao Joao Da Barra,BR,2022-11-20 12:40:39,-21.6403,-41.0511,78.89,60,100,1.68
242,Nemuro,JP,2022-11-20 12:31:05,43.3236,145.575,48.81,60,100,16.93
243,Kavaratti,IN,2022-11-20 12:40:39,10.5669,72.642,80.85,59,5,3.85
244,Oktyabrskoye,RU,2022-11-20 12:40:40,43.0645,44.7417,64.54,45,100,13.42
245,Kaeo,NZ,2022-11-20 12:40:40,-35.1,173.7833,59.32,95,99,8.01
246,Poum,NC,2022-11-20 12:40:41,-20.2333,164.0167,78.91,79,11,9.53
247,Kaihua,CN,2022-11-20 12:40:41,23.3687,104.28,61.65,94,41,7.58
248,Puerto Ayora,EC,2022-11-20 12:40:41,-0.7393,-90.3518,67.55,100,85,8.59
249,Noumea,NC,2022-11-20 12:40:42,-22.2763,166.4572,69.78,84,61,7.43
250,Praia Da Vitoria,PT,2022-11-20 12:40:42,38.7333,-27.0667,68.25,88,20,16.28
251,Reconquista,AR,2022-11-20 12:40:43,-29.15,-59.65,78.06,64,100,5.37
252,Lorengau,PG,2022-11-20 12:40:43,-2.0226,147.2712,82.15,73,99,6.17
253,Kota Kinabalu,MY,2022-11-20 12:36:14,5.9749,116.0724,82.38,83,20,2.3
254,Gladstone,AU,2022-11-20 12:40:44,-23.85,151.25,75.13,94,100,8.05
255,Dekernes,EG,2022-11-20 12:40:44,31.0876,31.595,77.02,33,10,13.71
256,Manta,EC,2022-11-20 12:40:44,-0.95,-80.7333,69.58,83,100,2.3
257,Alta Floresta,BR,2022-11-20 12:40:44,-9.8756,-56.0861,78.62,89,40,6.91
258,Lubu,CN,2022-11-20 12:40:45,23.1742,112.2809,75.6,67,6,2.68
259,Rio Gallegos,AR,2022-11-20 12:40:45,-51.6226,-69.2181,55.45,22,20,25.32
260,Nyurba,RU,2022-11-20 12:40:45,63.2842,118.3319,-19.17,100,47,4.18
261,Buchanan,LR,2022-11-20 12:40:46,5.8808,-10.0467,82.67,63,96,7.27
262,Kedrovyy,RU,2022-11-20 12:40:46,56.1667,91.8167,1.87,87,100,8.79
263,Kropotkin,RU,2022-11-20 12:40:46,45.4375,40.5756,60.51,70,100,6.78
264,Alice Springs,AU,2022-11-20 12:38:07,-23.7,133.8833,71.15,33,82,6.91
265,Codrington,AU,2022-11-20 12:40:46,-38.2667,141.9667,44.62,87,100,17.56
266,Shushtar,IR,2022-11-20 12:40:47,32.0455,48.8567,76.14,29,0,5.03
267,Meulaboh,ID,2022-11-20 12:40:47,4.1363,96.1285,77.27,86,100,2.84
268,San Cristobal,VE,2022-11-20 12:41:48,7.7669,-72.225,66.38,72,82,3.06
269,Florianopolis,BR,2022-11-20 12:41:48,-27.6146,-48.5012,77.56,62,40,13.8
270,Alofi,NU,2022-11-20 12:41:48,-19.0595,-169.9187,69.69,94,42,1.14
271,Bardiyah,LY,2022-11-20 12:41:49,31.7561,25.0865,77.4,28,97,7.47
272,Terrace,CA,2022-11-20 12:38:12,54.5163,-128.6035,26.51,86,100,2.3
273,Popondetta,PG,2022-11-20 12:41:49,-8.7537,148.2534,73.63,98,56,2.77
274,Havoysund,NO,2022-11-20 12:32:40,70.9963,24.6622,32.23,64,0,3.96
275,Buta,CD,2022-11-20 12:41:50,2.7858,24.73,82.09,61,98,2.89
276,Camacha,PT,2022-11-20 12:41:50,33.0833,-16.3333,63.82,68,40,9.22
277,Athabasca,CA,2022-11-20 12:41:04,54.7169,-113.2854,28.81,81,87,5.99
278,Jiamusi,CN,2022-11-20 12:41:51,46.8333,130.35,26.62,56,1,12.28
279,Caucaia,BR,2022-11-20 12:41:51,-3.7361,-38.6531,88.3,64,75,14.97
280,Ancud,CL,2022-11-20 12:41:51,-41.8697,-73.8203,50.52,51,0,4.59
281,Kenora,CA,2022-11-20 12:33:47,49.8167,-94.4337,14.97,85,100,9.22
282,Ubinskoye,RU,2022-11-20 12:41:52,55.3068,79.6802,8.94,85,100,18.75
283,Lasa,IT,2022-11-20 12:41:52,46.6166,10.7002,49.03,62,15,3.71
284,Hai Duong,VN,2022-11-20 12:40:15,20.9333,106.3167,78.8,77,19,5.66
285,Charagua,BO,2022-11-20 12:41:53,-19.8,-63.2167,80.17,33,0,7.67
286,Ocos,GT,2022-11-20 12:41:53,14.5094,-92.1933,77.22,81,94,4.97
287,Naze,JP,2022-11-20 12:41:53,28.3667,129.4833,70.72,82,100,3.47
288,Bangkal,PH,2022-11-20 12:41:54,6.0667,121.0667,79.47,86,28,5.21
289,Zhezkazgan,KZ,2022-11-20 12:41:54,47.8043,67.7144,31.98,80,100,2.24
290,Torbay,CA,2022-11-20 12:41:54,47.6666,-52.7314,32.27,84,40,1.01
291,Billings,US,2022-11-20 12:41:55,45.7833,-108.5007,24.17,58,14,10.58
292,Voh,NC,2022-11-20 12:41:55,-20.9667,164.7,73.4,90,12,2.82
